sports
Athletics, 2022-08-16 09:00:00, 100m Wheelchair Male, Qualification - Heat 1, Canada Games Park
Swimming, 2022-08-11 09:30:00, 50m (S1-14) Freestyle Para Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m (S1-14) Freestyle Para Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m Freestyle Special Olympics Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m Freestyle Special Olympics Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m Freestyle Special Olympics Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m Freestyle Special Olympics Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m Freestyle Special Olympics Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 50m Freestyle Special Olympics Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 800m Freestyle Female, Timed Final - Timed Final 1, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 800m Freestyle Female, Timed Final - Timed Final 2, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 200m IM Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 200m IM Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 200m IM Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 200m IM Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 200m IM Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 09:30:00, 200m IM Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:30:00, 150m (SM1-4) / 200m (SM5-14) IM Para Female, Preliminary - Race 01 - 150m (SM1-4), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:34:00, 150m (SM1-4) / 200m (SM5-14) IM Para Male, Preliminary - Race 01 - 150m (SM1-4), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:38:00, 150m (SM1-4) / 200m (SM5-14) IM Para Female, Preliminary - Race 01 - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:40:00, 150m (SM1-4) / 200m (SM5-14) IM Para Female, Preliminary - Race 02 - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:42:00, 150m (SM1-4) / 200m (SM5-14) IM Para Female, Preliminary - Race 03 - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:44:00, 150m (SM1-4) / 200m (SM5-14) IM Para Male, Preliminary - Race 01 - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:46:00, 150m (SM1-4) / 200m (SM5-14) IM Para Male, Preliminary - Race 02 - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:48:00, 150m (SM1-4) / 200m (SM5-14) IM Para Male, Preliminary - Race 03 - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:50:00, 50m Freestyle Female, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:50:00, 50m Freestyle Female, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:50:00, 50m Freestyle Female, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:50:00, 50m Freestyle Male, Preliminary - Race 01, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:50:00, 50m Freestyle Male, Preliminary - Race 02, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 12:50:00, 50m Freestyle Male, Preliminary - Race 03, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 1500m Freestyle Male, Timed Final - Timed Final 3, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m Backstroke Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m Backstroke Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m Backstroke Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m Backstroke Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m (S1-14) Freestyle Para Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m (S1-14) Freestyle Para Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m Freestyle Special Olympics Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 50m Freestyle Special Olympics Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 800m Freestyle Female, Timed Final - Timed Final 3, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 200m IM Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 200m IM Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 200m IM Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 18:00:00, 200m IM Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 19:20:00, 150m (SM1-4) / 200m (SM5-14) IM Para Female, Final - Final A - 150m (SM1-4), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 19:25:00, 150m (SM1-4) / 200m (SM5-14) IM Para Male, Final - Final A - 150m (SM1-4), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 19:30:00, 150m (SM1-4) / 200m (SM5-14) IM Para Female, Final - Final A - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 19:35:00, 150m (SM1-4) / 200m (SM5-14) IM Para Male, Final - Final A - 200m (SM5-14), Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 20:00:00, 50m Freestyle Female, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 20:00:00, 50m Freestyle Female, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 20:00:00, 50m Freestyle Male, Final - Final B, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 20:00:00, 50m Freestyle Male, Final - Final A, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 20:00:00, 4 x 100m Freestyle Relay Mix, Timed Final - Timed Final 1, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-11 20:00:00, 4 x 100m Freestyle Relay Mix, Timed Final - Timed Final 2, Brock University-Eleanor Misener Aquatics Centre
Swimming, 2022-08-12 09:00:00, 3000m Open Water Male, Final - Race, Welland International Flatwater Centre
Swimming, 2022-08-12 09:10:00, 3000m Open Water Female, Final - Race, Welland International Flatwater Centre
Tennis, 2022-08-07 09:00:00, Team Mix, Preliminary Pool A - Tie 01, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-07 09:00:00, Team Mix, Preliminary Pool B - Tie 02, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-07 09:00:00, Team Mix, Preliminary Pool C - Tie 03, Welland Tennis Club
Tennis, 2022-08-07 15:00:00, Team Mix, Preliminary Pool A - Tie 04, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-07 15:00:00, Team Mix, Preliminary Pool B - Tie 05, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-08 09:00:00, Team Mix, Preliminary Pool A - Tie 06, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-08 09:00:00, Team Mix, Preliminary Pool B - Tie 07, Welland Tennis Club
Tennis, 2022-08-08 09:00:00, Team Mix, Preliminary Pool C - Tie 08, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-08 15:00:00, Team Mix, Preliminary Pool A - Tie 09, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-08 15:00:00, Team Mix, Preliminary Pool B - Tie 10, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-09 09:00:00, Team Mix, Preliminary Pool A - Tie 11, Welland Tennis Club
Tennis, 2022-08-09 09:00:00, Team Mix, Preliminary Pool B - Tie 12, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-09 09:00:00, Team Mix, Preliminary Pool C - Tie 13, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-09 15:00:00, Team Mix, Preliminary Pool A - Tie 14, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-09 15:00:00, Team Mix, Preliminary Pool B - Tie 15, Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-10 10:00:00, Team Mix, Qualification - Tie 16 (B4 vs. C1), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-10 10:00:00, Team Mix, Qualification - Tie 17 (B3 vs. C2), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-10 10:00:00, Team Mix, Qualification - Tie 18 (B2 vs. C3), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-11 10:00:00, Team Mix, Quarterfinal - Tie 19 (A1 vs. W16), Welland Tennis Club
Tennis, 2022-08-11 10:00:00, Team Mix, Quarterfinal - Tie 20 (A4 vs. B1), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-11 10:00:00, Team Mix, Quarterfinal - Tie 21 (A2 vs. W17), Welland Tennis Club
Tennis, 2022-08-11 10:00:00, Team Mix, Quarterfinal - Tie 22 (A3 vs. W18), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-11 10:00:00, Team Mix, Final - 11th / 12th Place Game (L16 vs. L17), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-12 09:00:00, Team Mix, Consolation - Tie 24 (L19 vs. L20), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-12 09:00:00, Team Mix, Consolation - Tie 25 (L21 vs. L22), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-12 15:00:00, Team Mix, Semifinal - Tie 26 (W19 vs. W20), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-12 15:00:00, Team Mix, Semifinal - Tie 27 (W21 vs. W22), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-13 09:00:00, Team Mix, Final - 7th / 8th Place Game (L24 vs. L25), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-13 09:00:00, Team Mix, Final - 9th / 10th Place Game (L18 vs. W 23), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-13 09:00:00, Team Mix, Final - Bronze Medal Game (L26 vs. L27), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-13 15:00:00, Team Mix, Final - 5th / 6th Place Game (W24 vs. W25), Niagara-on-the-Lake Tennis Club
Tennis, 2022-08-13 15:00:00, Team Mix, Final - Gold Medal Game (W26 vs. W27), Niagara-on-the-Lake Tennis Club
Triathlon, 2022-08-08 12:00:00, Sprint Male, Final - Race, Welland International Flatwater Centre
Triathlon, 2022-08-08 12:20:00, Sprint Female, Final - Race, Welland International Flatwater Centre
Triathlon, 2022-08-11 12:00:00, Supersprint Male, Final - Race, Welland International Flatwater Centre
Triathlon, 2022-08-11 12:45:00, Supersprint Female, Final - Race, Welland International Flatwater Centre
Triathlon, 2022-08-12 15:00:00, Mixed Team Relay Mix, Final - Race, Welland International Flatwater Centre
Volleyball, 2022-08-08 09:00:00, Beach Volleyball Female, Preliminary | Pool F - Match 3 - NU vs PE, Canada Games Park
Volleyball, 2022-08-08 09:00:00, Beach Volleyball Male, Preliminary | Pool A - Match 1 - BC vs MB, Canada Games Park
Volleyball, 2022-08-08 09:00:00, Beach Volleyball Male, Preliminary | Pool B - Match 2 - NL vs NS, Canada Games Park
Volleyball, 2022-08-08 10:15:00, Beach Volleyball Female, Preliminary | Pool D - Match 6 - AB vs MB, Canada Games Park
Volleyball, 2022-08-08 10:15:00, Beach Volleyball Male, Preliminary | Pool C - Match 4 - NU vs PE, Canada Games Park
Volleyball, 2022-08-08 10:15:00, Beach Volleyball Male, Preliminary | Pool C - Match 5 - NT vs SK, Canada Games Park
Volleyball, 2022-08-08 11:30:00, Beach Volleyball Female, Preliminary | Pool E - Match 7 - ON vs QC, Canada Games Park
Volleyball, 2022-08-08 11:30:00, Beach Volleyball Male, Preliminary | Pool A - Match 8 - AB vs NB, Canada Games Park
Volleyball, 2022-08-08 12:45:00, Beach Volleyball Female, Preliminary | Pool D - Match 9 - NS vs SK, Canada Games Park
Volleyball, 2022-08-08 12:45:00, Beach Volleyball Female, Preliminary | Pool E - Match 10 - BC vs NB, Canada Games Park
Volleyball, 2022-08-08 12:45:00, Beach Volleyball Male, Preliminary | Pool B - Match 11 - ON vs QC, Canada Games Park
Volleyball, 2022-08-08 14:45:00, Beach Volleyball Female, Preliminary | Pool F - Match 13 - NL vs PE, Canada Games Park
Volleyball, 2022-08-08 14:45:00, Beach Volleyball Male, Preliminary | Pool C - Match 12 - PE vs YT, Canada Games Park
Volleyball, 2022-08-08 16:00:00, Beach Volleyball Female, Preliminary | Pool F - Match 15 - NU vs YT, Canada Games Park
Volleyball, 2022-08-08 16:00:00, Beach Volleyball Male, Preliminary | Pool C - Match 14 - NU vs SK, Canada Games Park
Volleyball, 2022-08-08 17:15:00, Beach Volleyball Female, Preliminary | Pool E - Match 16 - NB vs ON, Canada Games Park
Volleyball, 2022-08-08 17:15:00, Beach Volleyball Male, Preliminary | Pool A - Match 17 - BC vs NB, Canada Games Park
Volleyball, 2022-08-08 18:30:00, Beach Volleyball Female, Preliminary | Pool D - Match 18 - AB vs SK, Canada Games Park
Volleyball, 2022-08-08 18:30:00, Beach Volleyball Male, Preliminary | Pool B - Match 20 - NS vs ON, Canada Games Park
Volleyball, 2022-08-08 18:30:00, Beach Volleyball Male, Preliminary | Pool C - Match 19 - NT vs YT, Canada Games Park
Volleyball, 2022-08-09 09:00:00, Beach Volleyball Female, Preliminary | Pool D - Match 23 - MB vs NS, Canada Games Park
Volleyball, 2022-08-09 09:00:00, Beach Volleyball Male, Preliminary | Pool B - Match 22 - NS vs QC, Canada Games Park
Volleyball, 2022-08-09 09:00:00, Beach Volleyball Male, Preliminary | Pool C - Match 21 - SK vs YT, Canada Games Park
Volleyball, 2022-08-09 10:15:00, Beach Volleyball Female, Preliminary | Pool E - Match 26 - BC vs QC, Canada Games Park
Volleyball, 2022-08-09 10:15:00, Beach Volleyball Male, Preliminary | Pool A - Match 25 - AB vs MB, Canada Games Park
Volleyball, 2022-08-09 10:15:00, Beach Volleyball Male, Preliminary | Pool C - Match 24 - NT vs PE, Canada Games Park
Volleyball, 2022-08-09 11:30:00, Beach Volleyball Female, Preliminary | Pool F - Match 27 - NL vs NU, Canada Games Park
Volleyball, 2022-08-09 11:30:00, Beach Volleyball Male, Preliminary | Pool B - Match 28 - NL vs ON, Canada Games Park
Volleyball, 2022-08-09 12:45:00, Beach Volleyball Female, Preliminary | Pool F - Match 29 - PE vs YT, Canada Games Park
Volleyball, 2022-08-09 12:45:00, Beach Volleyball Male, Preliminary | Pool C - Match 30 - NU vs YT, Canada Games Park
Volleyball, 2022-08-09 14:45:00, Beach Volleyball Female, Preliminary | Pool D - Match 31 - MB vs SK, Canada Games Park
Volleyball, 2022-08-09 14:45:00, Beach Volleyball Female, Preliminary | Pool D - Match 32 - AB vs NS, Canada Games Park
Volleyball, 2022-08-09 16:00:00, Beach Volleyball Female, Preliminary | Pool E - Match 35 - NB vs QC, Canada Games Park
Volleyball, 2022-08-09 16:00:00, Beach Volleyball Male, Preliminary | Pool A - Match 33 - AB vs BC, Canada Games Park
Volleyball, 2022-08-09 16:00:00, Beach Volleyball Male, Preliminary | Pool A - Match 34 - MB vs NB, Canada Games Park
Volleyball, 2022-08-09 17:15:00, Beach Volleyball Female, Preliminary | Pool F - Match 37 - NL vs YT, Canada Games Park
Volleyball, 2022-08-09 17:15:00, Beach Volleyball Male, Preliminary | Pool B - Match 36 - NL vs QC, Canada Games Park
Volleyball, 2022-08-09 17:15:00, Beach Volleyball Male, Preliminary | Pool C - Match 38 - PE vs SK, Canada Games Park
Volleyball, 2022-08-09 18:30:00, Beach Volleyball Female, Preliminary | Pool E - Match 39 - BC vs ON, Canada Games Park
Volleyball, 2022-08-09 18:30:00, Beach Volleyball Male, Preliminary | Pool C - Match 40 - NT vs NU, Canada Games Park
Volleyball, 2022-08-11 09:00:00, Beach Volleyball Female, Qualification - Match 43 (4E vs. 2F), Canada Games Park
Volleyball, 2022-08-11 09:00:00, Beach Volleyball Male, Qualification - Match 41 (4B vs. 2C), Canada Games Park
Volleyball, 2022-08-11 09:00:00, Beach Volleyball Male, Qualification - Match 42 (1C vs. 4A), Canada Games Park
Volleyball, 2022-08-11 10:30:00, Beach Volleyball Female, Qualification - Match 46 (1F vs. 4D), Canada Games Park
Volleyball, 2022-08-11 10:30:00, Beach Volleyball Male, Quarterfinal - Match 44 (2B vs. 3A), Canada Games Park
Volleyball, 2022-08-11 10:30:00, Beach Volleyball Male, Quarterfinal - Match 45 (3B vs. 2A), Canada Games Park
Volleyball, 2022-08-11 12:00:00, Beach Volleyball Female, Quarterfinal - Match 47 (2E vs. 3D), Canada Games Park
Volleyball, 2022-08-11 12:00:00, Beach Volleyball Female, Quarterfinal - Match 48 (3E vs. 2D), Canada Games Park
Volleyball, 2022-08-11 12:00:00, Beach Volleyball Male, Consolation - Match 49 (4C vs. 5C), Canada Games Park
Volleyball, 2022-08-11 15:00:00, Beach Volleyball Female, Consolation - Match 52 (3F vs. L43), Canada Games Park
Volleyball, 2022-08-11 15:00:00, Beach Volleyball Female, Quarterfinal - Match 50 (1D vs. W43), Canada Games Park
Volleyball, 2022-08-11 15:00:00, Beach Volleyball Female, Quarterfinal - Match 51 (1E vs. W46), Canada Games Park
Volleyball, 2022-08-11 16:30:00, Beach Volleyball Female, Consolation - Match 55 (4F vs. L46), Canada Games Park
Volleyball, 2022-08-11 16:30:00, Beach Volleyball Male, Quarterfinal - Match 53 (1A vs. W41), Canada Games Park
Volleyball, 2022-08-11 16:30:00, Beach Volleyball Male, Quarterfinal - Match 54 (1B vs. W42), Canada Games Park
Volleyball, 2022-08-11 18:00:00, Beach Volleyball Male, Consolation - Match 56 (3C vs. L41), Canada Games Park
Volleyball, 2022-08-12 09:00:00, Beach Volleyball Male, Consolation - Match 57 (L44 vs. L53), Canada Games Park
Volleyball, 2022-08-12 09:00:00, Beach Volleyball Male, Consolation - Match 58 (L45 vs. L54), Canada Games Park
Volleyball, 2022-08-12 09:00:00, Beach Volleyball Male, Consolation - Match 59 (W49 vs. L42), Canada Games Park
Volleyball, 2022-08-12 10:30:00, Beach Volleyball Female, Consolation - Match 60 (L50 vs. L47), Canada Games Park
Volleyball, 2022-08-12 10:30:00, Beach Volleyball Female, Consolation - Match 61 (L48 vs. L51), Canada Games Park
Volleyball, 2022-08-12 12:00:00, Beach Volleyball Male, Semifinal - Match 62 (W44 vs. W53), Canada Games Park
Volleyball, 2022-08-12 12:00:00, Beach Volleyball Male, Semifinal - Match 63 (W45 vs. W54), Canada Games Park
Volleyball, 2022-08-12 15:00:00, Beach Volleyball Female, Semifinal - Match 64 (W50 vs. W47), Canada Games Park
Volleyball, 2022-08-12 15:00:00, Beach Volleyball Female, Semifinal - Match 65 (W48 vs. W51), Canada Games Park
Volleyball, 2022-08-12 16:30:00, Beach Volleyball Female, Final - 11th / 12th Place Game (L55 vs. L52), Canada Games Park
Volleyball, 2022-08-12 16:30:00, Beach Volleyball Male, Final - 11th / 12th Place Game (L56 vs. L59), Canada Games Park
Volleyball, 2022-08-12 18:00:00, Beach Volleyball Female, Final - 9th / 10th Place Game (W55 vs. W52), Canada Games Park
Volleyball, 2022-08-12 18:00:00, Beach Volleyball Male, Final - 9th / 10th Place Game (W56 vs. W63), Canada Games Park
Volleyball, 2022-08-13 09:00:00, Beach Volleyball Male, Final - 5th / 6th Place Game (W57 vs. W58), Canada Games Park
Volleyball, 2022-08-13 09:00:00, Beach Volleyball Male, Final - 7th / 8th Place Game (L57 vs. L58), Canada Games Park
Volleyball, 2022-08-13 10:30:00, Beach Volleyball Female, Final - 5th / 6th Place Game (W60 vs. W61), Canada Games Park
Volleyball, 2022-08-13 10:30:00, Beach Volleyball Female, Final - 7th / 8th Place Game (L60 vs. L61), Canada Games Park
Volleyball, 2022-08-13 13:30:00, Beach Volleyball Male, Final - Bronze Medal Game (L62 vs. L63), Canada Games Park
Volleyball, 2022-08-13 15:00:00, Beach Volleyball Female, Final - Bronze Medal Game (L64 vs. L65), Canada Games Park
Volleyball, 2022-08-13 16:30:00, Beach Volleyball Male, Final - Gold Medal Game (W62 vs. W63), Canada Games Park
Volleyball, 2022-08-13 18:00:00, Beach Volleyball Female, Final - Gold Medal Game (W64 vs. W65), Canada Games Park
Volleyball, 2022-08-16 09:00:00, Female, Preliminary | Pool D - Match 02 - MB vs QC, Canada Games Park
Volleyball, 2022-08-16 09:00:00, Female, Preliminary | Pool F - Match 01 - NL vs NU, Canada Games Park
Volleyball, 2022-08-16 11:00:00, Female, Preliminary | Pool D - Match 04 - NS vs ON, Canada Games Park
Volleyball, 2022-08-16 11:00:00, Male, Preliminary | Pool B - Match 03 - AB vs SK, Canada Games Park
Volleyball, 2022-08-16 11:00:00, Male, Preliminary | Pool C - Match 05 - NU vs PE, Niagara College - Welland Campus
Volleyball, 2022-08-16 14:00:00, Female, Preliminary | Pool E - Match 07 - AB vs SK, Canada Games Park
Volleyball, 2022-08-16 14:00:00, Female, Preliminary | Pool F - Match 08 - NT vs YT, Niagara College - Welland Campus
Volleyball, 2022-08-16 14:00:00, Male, Preliminary | Pool A - Match 06 - MB vs QC, Canada Games Park
Volleyball, 2022-08-16 16:00:00, Female, Preliminary | Pool F - Match 11 - NU vs PE, Niagara College - Welland Campus
Volleyball, 2022-08-16 16:00:00, Male, Preliminary | Pool A - Match 09 - NS vs ON, Canada Games Park
Volleyball, 2022-08-16 16:00:00, Male, Preliminary | Pool C - Match 10 - NL vs YT, Canada Games Park
Volleyball, 2022-08-16 18:00:00, Female, Preliminary | Pool E - Match 13 - BC vs NB, Canada Games Park
Volleyball, 2022-08-16 18:00:00, Male, Preliminary | Pool B - Match 12 - BC vs NB, Canada Games Park
Volleyball, 2022-08-17 09:00:00, Female, Preliminary | Pool F - Match 15 - NT vs PE, Canada Games Park
Volleyball, 2022-08-17 09:00:00, Male, Preliminary | Pool A - Match 14 - NS vs QC, Canada Games Park
Volleyball, 2022-08-17 11:00:00, Female, Preliminary | Pool F - Match 17 - NL vs YT, Canada Games Park
Volleyball, 2022-08-17 11:00:00, Male, Preliminary | Pool B - Match 18 - AB vs NB, Niagara College - Welland Campus
Volleyball, 2022-08-17 11:00:00, Male, Preliminary | Pool C - Match 16 - PE vs YT, Canada Games Park
Volleyball, 2022-08-17 14:00:00, Female, Preliminary | Pool D - Match 20 - MB vs NS, Canada Games Park
Volleyball, 2022-08-17 14:00:00, Male, Preliminary | Pool A - Match 19 - MB vs ON, Canada Games Park
Volleyball, 2022-08-17 14:00:00, Male, Preliminary | Pool B - Match 21 - BC vs SK, Niagara College - Welland Campus
Volleyball, 2022-08-17 16:00:00, Female, Preliminary | Pool D - Match 23 - ON vs QC, Canada Games Park
Volleyball, 2022-08-17 16:00:00, Female, Preliminary | Pool E - Match 24 - AB vs NB, Niagara College - Welland Campus
Volleyball, 2022-08-17 16:00:00, Male, Preliminary | Pool C - Match 22 - NL vs NU, Canada Games Park
Volleyball, 2022-08-17 18:00:00, Female, Preliminary | Pool E - Match 25 - BC vs SK, Canada Games Park
Volleyball, 2022-08-17 18:00:00, Female, Preliminary | Pool F - Match 26 - NL vs PE, Canada Games Park
Volleyball, 2022-08-18 09:00:00, Female, Preliminary | Pool F - Match 28 - NL vs NT, Canada Games Park
Volleyball, 2022-08-18 09:00:00, Male, Preliminary | Pool B - Match 27 - AB vs BC, Canada Games Park
Volleyball, 2022-08-18 09:00:00, Male, Preliminary | Pool C - Match 29 - NL vs PE, Niagara College - Welland Campus
Volleyball, 2022-08-18 11:00:00, Female, Preliminary | Pool E - Match 31 - AB vs BC, Canada Games Park
Volleyball, 2022-08-18 11:00:00, Male, Preliminary | Pool A - Match 32 - ON vs QC, Niagara College - Welland Campus
Volleyball, 2022-08-18 11:00:00, Male, Preliminary | Pool C - Match 30 - NU vs YT, Canada Games Park
Volleyball, 2022-08-18 14:00:00, Female, Preliminary | Pool E - Match 34 - NB vs SK, Canada Games Park
Volleyball, 2022-08-18 14:00:00, Male, Preliminary | Pool A - Match 35 - MB vs NS, Niagara College - Welland Campus
Volleyball, 2022-08-18 14:00:00, Male, Preliminary | Pool B - Match 33 - NB vs SK, Canada Games Park
Volleyball, 2022-08-18 16:00:00, Female, Preliminary | Pool D - Match 36 - NS vs QC, Canada Games Park
Volleyball, 2022-08-18 16:00:00, Female, Preliminary | Pool D - Match 38 - MB vs ON, Niagara College - Welland Campus
Volleyball, 2022-08-18 16:00:00, Female, Preliminary | Pool F - Match 37 - NU vs YT, Canada Games Park
Volleyball, 2022-08-19 09:00:00, Female, Preliminary | Pool F - Match 39 - PE vs YT, Canada Games Park
Volleyball, 2022-08-19 09:00:00, Female, Preliminary | Pool F - Match 40 - NT vs NU, Canada Games Park
Volleyball, 2022-08-19 12:00:00, Female, Quarterfinal - Match 42 (2E vs. 3D), Canada Games Park
Volleyball, 2022-08-19 12:00:00, Male, Quarterfinal - Match 41 (2B vs. 3A), Canada Games Park
Volleyball, 2022-08-19 14:00:00, Female, Quarterfinal - Match 44 (2D vs. 3E), Canada Games Park
Volleyball, 2022-08-19 14:00:00, Male, Quarterfinal - Match 43 (2A vs. 3B), Canada Games Park
Volleyball, 2022-08-19 16:00:00, Female, Qualification - Match 46 (1F vs. 4D), Canada Games Park
Volleyball, 2022-08-19 16:00:00, Female, Qualification - Match 47 (4E vs. 2F), Niagara College - Welland Campus
Volleyball, 2022-08-19 16:00:00, Male, Qualification - Match 45 (4B vs. 2C), Canada Games Park
Volleyball, 2022-08-19 18:00:00, Female, Consolation - Match 49 (4F vs. 5F), Canada Games Park
Volleyball, 2022-08-19 18:00:00, Male, Qualification - Match 48 (1C vs. 4A), Canada Games Park
Volleyball, 2022-08-20 08:30:00, Female, Quarterfinal - Match 50 (1E vs. W46), Canada Games Park
Volleyball, 2022-08-20 08:30:00, Female, Quarterfinal - Match 51 (1D vs. W47), Canada Games Park
Volleyball, 2022-08-20 08:30:00, Female, Consolation - Match 52 (L47 vs. 3F), Niagara College - Welland Campus
Volleyball, 2022-08-20 10:30:00, Male, Quarterfinal - Match 53 (1B vs. W48), Canada Games Park
Volleyball, 2022-08-20 10:30:00, Male, Quarterfinal - Match 54 (1A vs. W45), Canada Games Park
Volleyball, 2022-08-20 10:30:00, Male, Consolation - Match 55 (L45 vs. 3C), Niagara College - Welland Campus
Volleyball, 2022-08-20 12:30:00, Female, Consolation - Match 56 (L46 vs. W49), Canada Games Park
